full_text,label
【新冠肺炎】澳洲參議員建議將出口奶粉到中國 列為罪行 | 新聞 - Yahoo雅虎香港 https://t.co/GEPrcpLfP5,0
【李文亮去世】武漢市中心醫院眼科醫生李文亮，在抗擊新型冠狀病毒感染的肺炎疫情工作中不幸感染，經全力搶救無效，於2020年2月7日凌晨2點58分去世，對此我們深表痛惜和哀悼。 https://t.co/vWJPpR4BA3,0
"臺灣外交部發文

中國過期疫苗,臺灣能幫忙

沒理由讓孩子受苦

https://t.co/NHW17v9yVF",0
中共何時玩完？我一直認為不會太長，最遲在2023-25年之間！為什麼？因為中國的金融黑洞已經開始爆炸！全面金融危機一觸即發！這次疫情沒有改變根本趨勢，只是讓一切加速！等歐美疫情緩和，白人就會回過頭清算中共！他們本意不是滅共，但客觀效果是導致滅共！中共絕對不會超過5年以上的命！,1
世衛組織宣布瘟疫大流行，中國政府宣布疫情已經過了拐點,0
"😡國民黨藉此邀功，說此次撤離台商是國共合作結果！
❗️最後看到名單傻眼！武漢返台班機數十人非台灣籍　塞了中國籍配偶、家人！

😡其中飛機上確診一人還是中國籍。

浪費台灣醫療資源！怒！😡 https://t.co/OO0Qjnqh2g",1
安心上路，一路好走啦🖕🏼記住唔駛返嚟啦pk🙄同埋點解可以免隔離❓同我隔離14日先，體驗下好多人回鄉之痛😏仲有帶埋姓李，姓邱，姓鄭嘅去。。。果個姓鄧咁叻仔，帶埋去光宗耀祖啦pk🖕🏼🖕🏻 https://t.co/zo307W2ath,0
"“中國的生化武器設施洩漏了冠狀病毒”的說法在多個國家流傳。YouTube上一個在韓國被觀看次數最多的視頻聲稱“中國的生化武器設施洩漏了冠狀病毒”。1月28日中國駐意大利使館發言人通過使館官方網站發佈聲明，批評“這是子虛烏有的不實報導”。

反送中最早是中國駐英大使劉曉明回應的，港澳辦出面50天之後。 https://t.co/6eGWyMPTw4",0
"點解疫情大爆發，#香港 政府同世界各地+中國其他城市都唔同，堅拒呼籲市民 #戴口罩？常理好難理解，唯一邏輯解釋係因為《#禁止蒙面規例》指明，「先前已存在的醫學或健康理由」可蒙面，只要政府呼籲，就影響目前上訴理據。



#最緊要政治正確 #武漢肺炎 #coronovirus #反蒙面法 #antimasklaw",0
"●中國北京爆確診6例本土武漢肺炎 ！黃安人在北京隔離發文「哎呀呀」



舔共藝人黃安熱愛「祖國」，在中國疫情緊張之際遠在台灣悠哉躲疫，但「躲得了初一躲不了十五」，8日自曝回北京的他近距離面對疫情再起，只能在北京發微博直嘆，「哎呀呀」。

https://t.co/ig4R9N1wb0

#待在祖國共患難 #別回台避難 https://t.co/fFyfqtoc6f",0
"台積電不甩美國，繼續供應華為必要的原件，理由是不想政治干預正常的商業行為。
台積電花了30多億美元研發晶片技術經由清點之後，發現美國的技術含量只佔百分之十幾，沒有達到25%。因此不甩美國。晶片技術，具有獨佔性，不賣給華為還是有其它公司搶著要。台積電除了有技術，還應該要有多一點的政治智慧",0
近日CNN的主播Zakaria的言論引起各方關注。他在節目中稱：即使中共不使用疫苗，也能控制疫情。今年11月Zakaria被中共邀請到中國，參加了中共大外宣會議「讀懂中國」。返回美國後，Zakaria就開始替中共工作。 https://t.co/8LMkqmm0cT,1
據環球時報報導，香港記者28日採訪世衛組織總幹事布魯斯·艾爾德時詢問WHO是否會重新考慮台灣的成員資格，艾爾德先是停頓了幾秒後表示聽不見問題，之後在記者的追問下艾爾德掛斷了電話。等視頻電話再次撥通，記者問“是否能評價一下台灣在疫情方面所做的努力？”，艾爾德回應，“剛剛我們已經討論過中國了” https://t.co/WhkZdHkK31,0
"上海市新冠肺炎臨床救治專家組組長張文宏接受China Daily專訪，被問及新冠病毒是否最早從外國傳入？張文宏的判斷是No.



張文宏分析認為：「中國只有武漢最先出現了這個新傳染病，如果是外面傳到中國來，應該是幾個中國城市同時發病，而不是有時間先後。」",0
"富中國特色現代 #思想實驗：
你被醫生確診患上末期癌症，
須於一個月內進行器官移植手術才得以續命。
以下兩個選項：
①於本地等候相關器官移植(雖最少排上五年)
②到中國進行器官移植手術(連住院可於一星期內完成)
同時有小道消息指近日有大量香港反送中人士被送中及消失。
問：
你會選擇哪個方案？",1
"[篤灰+隨時犯國安法＋又拉得]

世衛突然承認中國從來沒有向它報備有武漢肺炎的爆發?

WHO admits China never reported the existence of coronavirus outbreak



https://t.co/CssAgLL4mV",0
"中國駐西班牙大使館表示，西班牙從一間無牌中國公司購買了武肺病毒快速檢測試劑。

西班牙傳媒報導，這批檢測工具成功率只有三成，不是一般的八成。西班牙政府說，他們從多間中國公司買檢測工具，無牌公司的工具涉及9000套。

https://t.co/tddwg6rHFh",0
如果這個應該叫「新型冠狀病毒」，那以後又出來新的要叫什麼？新新型？最新型？第三新冠狀病毒？還是叫不要歧視中國病毒？,0
馬後炮看美國防疫，其實做得不錯：1）美國最早封堵中國人入境。2）美國最早封堵歐洲人入境。美國人做不到不讓美國國籍、綠卡的人從中國、歐洲返回。這是病毒入侵的漏洞，美國人甘願。即使重來，美國也還會像現在這樣lockdown，而不可能採取封城。如果有改進的空間的話，美國應早點動手生產防護用品。,0
我確實認為，習近平上台後，中國政府已經癱瘓了！我在微博上，看見大量武漢的醫院，在直接向社會求救，說物資極度短缺，醫護人員的口罩，一天一個，一天4班！中國政府就完全無力調配資源了？而且湖北「不是只有武漢」！其他幾個城市都封城了！口罩，日用品都沒了！大量湖北人流竄，中國社會即將解體！,1
我總是發現一件事很反常，就是海外中國留學生（絕大多數是小粉紅），不斷在海外「求抱抱」，在義大利抱完，去抱法國，德國！現在又逐漸出現在美國等地！我認為，中共留學生「求抱抱」，其實是想「傳播病毒」！😨😱放毒害人！我認為，在海外的朋友，請立即廣傳這個信息，千萬不要和任何中國人擁抱！,1
【澳門即將啟動新冠疫苗接種 居民可免費接種】澳門新型冠狀病毒感染應變協調中心4日表示，特區政府將於首季啟動新冠病毒疫苗接種工作。澳門居民可免費接種。截至1月4日，澳門已連續281天無本地病例報告，連續192天無境外輸入病例報告，累計確診病例46例，沒有死亡病例。 https://t.co/Nui1f0FGCS https://t.co/wgvWuKWZBu,0
其實這很簡單，中國的最高道德標準，不到台灣的最低道德標準…他們覺得這是偉大成就，我們覺得這是病毒炸彈… https://t.co/VlUnlRFmIe,0
"長推説一下中共控制學術界的辦法 

路德太厲害了 把學術界的那些破事也能説的這麽明白！

我來詳細說一下

大部分行業是為錢爭來爭去

而學術界爭的主要的是credit,也就是名聲

這是學術界的貨幣

而這個名聲就是你在什麽期刊發表過論文 

剛剛進入學術界的人，需要在別人的實驗室（相當於給人打工）",1
"老撾是亞洲最貧窮的國家，中國是其最大投資國，經濟靠中國大力接濟，但國家公務員和普通居民均享受免費醫療。

中國大陸是世界第二大經濟體，到處週濟其它國家。但看不起病的人在醫院跳樓自殺，如流星墜地。

誰被打臉？誰是傻逼？誰在賣國？@huaxiaxianzheng https://t.co/dZMfGTGHGr",1
武漢病毒實驗室研究蝙蝠病毒人傳人（研究員自己描述過不慎被蝙蝠尿到身上馬上自我隔離兩周，他為什麼要這麼緊張？），中國實驗室普遍對實驗動物疏於管理，實驗後動物被偷賣出去或者廢棄處理不當的案例太多，病毒多半就是從武漢實驗室流出的，意外的可能性比較大，故意的可能性比較小,1
【世衛組織回應美國暫停資助：非常遺憾】世界衛生組織總幹事譚德塞週三對美國總統特朗普下令暫停向世衛組織繳納會費一事作出回應，表示“非常遺憾”，譚德塞稱世衛組織將與其他成員合作填補資金缺口，確保工作持續、不中斷。 https://t.co/SaZj50wUr4,0
"台灣以德報怨，捐世衛秘書長家鄉衣索匹亞10萬外科口罩

#蘋果政治 #武漢肺炎 #譚德塞 #衣索比亞 #蘋果新聞網 #台灣 #appledailytw #appledaily #蘋果獨家 

→→https://t.co/S8JgusKYRb https://t.co/NzgSN0AlYM",0
這次疫情過後，會讓中國人的強國虛榮感受很大挫折。中國政府每一年的醫療投入還抵不上維穩經費的1/4。這次武漢市「棉花街」社區一些感染者死在家裡被抬出的視頻被全球很多主流媒體報導，人們驚呼武漢怎麼還會有那麼破舊不堪的居民區。人們會更痛恨「大撒幣」。,1
"嘉興也快被封城了，從武漢肺炎爆發到溫州、杭州被封城的發展路徑來看，上海的''武漢肺炎""疫情大爆發也已近在咫尺，封城已進入倒計時。習一人的獨裁，竟導致整個中國遍地瘟疫，就算習在煤山上吊死十次也不足以平民憤。",1
"#川普 還沒恢復關稅，#習近平 率先啟用 #關稅 武器了！ 5月10號澳洲主要穀物生產商發聯合聲明，從中國商務部得到消息，將對他們加徵80%的關稅（“反傾銷”為名），被普遍解讀為針對澳洲呼籲調查病毒源頭的聲音。疫情過去後，經濟恢復是個艱難過程，這也是拿澳洲威脅歐、美。? 

https://t.co/g6nO0M0YUl",0
"趙立堅：中國疫苗 非洲優先。

https://t.co/9bLhSRUiGr",0
15日，外交部發言人趙立堅表示，中方對美方宣布暫停資助世界衛生組織表示嚴重關切。美方這一決定將削弱世衛組織的能力，損害國際抗疫合作，受影響的是包括美國在內的世界各國，特別是能力脆弱的國家。我們敦促美方切實履行自身的職責和義務，支持世衛組織領導國際抗疫行動。 https://t.co/qla6S88GlG,0
胡錫進今天對美議員提議將中國駐美使館所在地改為“李文亮廣場”大放厥詞，胡錫進心裡到底怎麼看李文亮醫生？武漢人把李文亮看作英雄，把他遺留的微博當作哭牆。當局為了遮醜，也給了李文亮幾個“哀榮”， 難道你胡錫進還把他看作造謠者？看作敵人？藉此為央視天天罵美伴唱？,1
"幾個月前的中國人：

新冠肺炎是別人帶進來中國的。

今天的中國人：

「我們」的武漢肺炎擊敗了美國！",1
公司新黎左個女同事😭 戴左口罩，所以覺得好靚😭,0
華春瑩說：如果疫情最先在美國發現，美國能像中國應對得這麼好嗎？為什麼一月份就對美國吹哨人封口？為什麼需要上級授權，疾控中心才敢發布消息？@HuiiiCloud @dowchang @TCitizenExpress @anniexing1213 @Msachieer https://t.co/KuNnI71sfS,0
今天鍾南山接受了CNN專訪：1）他認為中國發生第二波疫情風險很大，並不比國外情況好。2）武漢市政府的確存在隱瞞疫情狀況。3）他問過石正麗幾次，石正麗都否認病毒是從實驗室流出，他也認為實驗室造不出這種病毒。調查病毒來源就是問石正麗嗎？為何忽略實驗動物病毒洩漏可能？ https://t.co/3G2O8GpcYz,0
中國人民，和平就在您身上，伊拉克向您致以問候，我們呼籲您從這種病毒中迅速康復，面對這些災難，我們都是一個人。 https://t.co/SJG0Eg6oRW,0
雙城論壇選前不辦，選舉一結束立刻登場；曾豪氣干雲說「愛國同心會再打人就要辦警察局長」的柯，現在台派青年在機場抗議中國隱匿豬瘟疫情、認為柯與狼共舞、高喊台灣中國一邊一國卻被警力壓制究辦、連送行動電源去警局的民眾都「因與警察衝突」而在警局裡折斷了手臂的時候～咦，柯市長卻又不發一語了？,0
【世衛組織：全球近70萬人感染新冠肺炎】據世衛組織即時統計數據，截至歐洲中部時間30日18時（北京時間31日0時），全球確診新冠肺炎697244例，死亡33257例。目前全球已有203個國家地區出現新冠肺炎病例。 https://t.co/YtkaWn9fHk,0
"大年初一中午，我在武漢漢口火車站附近的旅館裡面，給大家帶來公民記者陳秋實武漢疫區採訪實錄系列第二集的影片。



接下來，我會在武漢街頭、醫院繼續採訪工作，努力將疫區最真實的一面播報給全世界關注中國疫情的朋友們。



【完整視頻】https://t.co/nbHsSffroj https://t.co/pGYqycWul9",0
"連續有推友問我，中國目前疫情企穩（無論是否真實，至少給外界印象如此）而全世界卻一片狼籍，那產業鏈和外資豈非又要轉入中國？



要破此說很容易，只需思考一個問題：外資是因為這次疫情才離開中國的嗎？



當然不是。外資撤離已經有好幾年，根本原因是基於中國近年的政治和經濟環境，和疫情無關。",0
"照常理來說，一位醫生出身的市長，在防疫工作上面應該能夠發揮他的長才，幫助政府在醫療單位的防護更加迅速且有效。但該位市長唯一一次出席行政院的防疫相關會議是派「副市長」33去，從說錯話開始就神隱測風向。果然，找到可以見縫插針的機會就開始動作了😏ㄏㄏㄏ
#聯醫工會也是1450啦",1
"見過青島人的在隔離，
自稱青島人的在扎堆。 https://t.co/zTbqe3AEta",0
"也許因爲在在中國被無處不在的歧視慣了，戶口歧視地域歧視學歷歧視階級歧視，被叫做憨農民，被叫做無業游民，離開中國后對一切別人認爲的歧視完全無感了，即使走過大城市貧民窟被無家可歸者用種族歧視語言罵，也不以爲意。

我傢孩子在加拿大學校沒有受到歧視

這個病毒被叫什麽名字，我都完全不在意。",1
"這個國家，只要一天不接受文明的規範，就是世界的危險，而且是有史以來最大的危險，超過冷戰、熱戰，這就是多年前所說的中國病毒。如果這次能逃過此劫，再次與文明世界對抗，那麼下次空城將不只是中國。

 https://t.co/wOio3u1HzZ",1
"蘋果【鍾南山：疫情不一定發源在中國 4月底基本受控】

https://t.co/qZNeDiImHi



///鍾南出指，中國新增病例已經少於國外，南韓、伊朗及意大利的病例增加得非常快，認為中國的一些做法，可能啟發到他們。// https://t.co/sXmGi8udP4",0
"共國風雲七十載，耐（奈）何維尼開倒車。
慶丰八年病毒起，包子發黴臭全球。
確診人數十萬內，政治清零信你鬼。
病毒來源甩美國，戰狼外交混黑白。
外國糧食限出口，饑荒恐怕要來到。",1
"高福院士出來批判mRNA疫苗了

的確是在CCPVirus的時候，mRNA疫苗才首次得到授權使用，但這不能證明滅活疫苗就安全

因為A不好所以B就一定偉光正，這是CCP的邏輯，而不是搞理科人的邏輯

吹什麼P3實驗室通過種種審核來弄疫苗生產，其原因是牆內根本沒藥商具有研發、生產水平吧

@ding_gang02 @DrLiMengYAN1 https://t.co/tlWoFsyidY",1
李文亮去世後引起中國社會熱議，激發了人們對中共隱瞞疫情和言論管制的不滿。中共為了平息民間不滿，不僅裝模作樣派中紀委調查組給李文亮平反，甚至還加封李文亮「革命烈士」。事態平息之後，中共就想抹掉李文亮的痕跡，今天習近平組織的防疫表彰大會，獨缺「吹哨人」。再次向中國人展露中共欺瞞本性。,1
"你國外交戰狼趙立堅到現在還在堅持指控美國才是中國肺炎病毒的發源地，還有救麽？
我支持美國政府狠狠地修理中國，你們可以動手了。 https://t.co/CIoGNIRLoA",0
面對新型冠狀病毒給全世界和中國人民帶來的災難，習近平仍然活在自己世界裡。昨天竟然還恬不知恥地宣稱「繼續在人類的偉大時間歷史中創造中華民族的偉大歷史時間」。誰能聽懂習近平這句話？習近平一定是得精神病了！武漢當地報紙頭版排版就是對習近平的諷刺。 https://t.co/0NLeoEDfgQ,1
"#關鍵新聞《紐約時報》報導形容，台灣正常到「令人毛骨悚然」。但專家認為，台灣真正的考驗是，接下來疫苗如沒有持久免疫效果，民眾能再忍受與世界隔絕1年、甚至5年嗎？

#紐約時報 #台灣 #防疫 #鎖國 

https://t.co/yjFzdU7cAb",0
"如果要一個比較級的話，比起韓導，我現在更讓我氣到腦溢血的是馬英九，他一直要用所謂的人道，消費台灣人的愛心來幫共產黨做事，他的目的就是等於要那些台商回來讓台灣的醫療體系崩潰，讓全台灣直接變成疫區，根本就能直接當共匪處理了，我幹你機掰勒！
那請問馬囧，當年的和平醫院你就有人道嗎？！",1
"Re: [爆卦] 確診+8
案60為中部20多歲女性，2月9日至3月11日獨自赴義大利、希臘、德國旅遊，

「被幹到得肺炎 渣女」「說不定肚子裡面已經有廢言寶寶了」「噴精感染」「體液交換的時候中的 垃圾母豬」「台女在歐洲吃屌阿」「阿斗仔的肉便器」

有8例硬要挑女生來性羞辱，真棒

https://t.co/1J25BTfNXE",1
"此次疫情在歐美和全球大流行，使歐美和世界各國遭受到了前所未有的生命財產和經濟的巨大損失，證據顯示中共涉及秘密研發生物病毒武器、隱瞞疫情、惡意向全球傳播病毒的反人類罪。

中國除了誠懇地向世界道歉、賠償和交出儈子手，剩下的只有閉關鎖國和戰爭。美歐不會放過中共，中國或面臨10-20年黑暗！",1
"看到一位所謂「滯台中國人」的典型

引中國大外宣的世界日報 說著中國疫苗世界最安全 孟晚舟案加拿大向中國認錯跪了

拜登即將當選 中國夢一定必然重新崛起 https://t.co/rOzWlCByHY",0
【雷神山ICU呼吸機集體休假】呼吸機、推注泵集體“休假”！閒置下來的搶救儀器排列在一起，將被消毒清洗。 “這是我們最想看見的畫面！”上海援鄂醫療隊醫生說。武漢新冠肺炎重症患者逐步減少，雷神山醫院兩個ICU病區患者昨天天正式合併為一。奮戰了48天上海援鄂醫療隊中的470名醫護人員4月6日將返滬。 https://t.co/ay3Yb7HYLC,0
"國務卿蓬皮奧發推狠狠臭臉華春瑩。圖片顯示專機裝載運往中國的醫療，人道救援和個人防護用品。請記住，這些救命的東西是爲了幫助被冠狀病毒威脅的中國人民！感謝美國各組織的捐助。



@ding_gang",1
【#中國向蒙古國援助49萬隻口罩】目前，蒙古國累計確診新冠肺炎病例達16例，面臨的防疫形勢嚴峻，醫療物資供應不足。 4月11日，中國向蒙古國緊急援助49萬隻口罩，從內蒙古二連浩特公路口岸出境。這是中國人民願同蒙古國攜手抗疫、共克時艱的決心信心！ https://t.co/TvUwEYvlGl,0
有關武漢病毒來源，注定是個無頭案。只要中共不允許國際獨立調查機構去武漢調查，中共就可以一直抵賴，尤其國際上出現了讓中國賠償的聲音以後。封鎖犯罪現場和銷毀犯罪證據，是中共的現在進行時。,1
中共毒計生效！繼香港（強迫輸入）中國進口生豬確認感染非洲豬瘟，現在全面撲殺後，越南險情也達到新高潮！據越南政府統計，越南已經撲殺超過120萬頭病豬，疫情已經惡性擴散到29個省份，並且持續擴散中！東南亞各國如臨大敵！習近平的「人類命運共同體」，原來是要死大家一起死！?過街老鼠人人喊打！,1
"川普總統今天說對中國非常失望，不想跟習近平通話，可以切掉與中國所有關係......

 而在北京，習近平總書記說，要發揮「新型舉國體制」優勢。東北疫情告急，他卻冒險要開幾千人的兩會。持續不斷的對美攻擊，象神風敢死隊

https://t.co/yyDbPfpHLM https://t.co/FUEdz7v0Si",0
自然病毒也可能從實驗室洩漏，04年薩斯病毒從北京的實驗室洩漏就是一例。,1
尼日利亞人起訴中國、要求賠償，這會影響深遠。中共外交部責怪美國要調查中國病毒來源，中共告訴中國人由於美國疫情失控才向中國索賠，中國贏得了全世界喝采。事實上，不僅美國人要求中國賠償，歐洲人、非洲人都有要求賠償。 https://t.co/dzw11kahCV,0
【國家衛健委：新增無症狀感染者78例，其中境外輸入40例】據國家衛健委通報，4月5日0—24時，31個省（自治區、直轄市）和新疆生產建設兵團報告新增無症狀感染者78例，其中境外輸入無症狀感染者40例；當日轉為確診病例5例（境外輸入5例）。尚在醫學觀察無症狀感染者1047例（境外輸入275例）。 https://t.co/N2j0KnDfCl,0
隔離期間交到伴侶到底怎麼辦到的？？？,0
從中共第一媒體新華社門戶網站上，根本感覺不到中國正在發生世界級傳染病疫情，更感受不到已有2000萬中國民眾被封鎖在當地。今天頭條是「習總書記的新年味」。? https://t.co/E1RilbM6rL,0
【這個數字反超了！全國累計治愈首超現有確診病例數】據國家衛健委通報，截至2月28日24時，據31個省（自治區、直轄市）和新疆生產建設兵團報告，現有確診病例37414例，累計治愈出院病例39002例，累計治愈出院病例首次超過現有確診病例。 https://t.co/w4VWQ6Hlwe,0
這是一個實驗室睡覺的Fu - In Lab,0
"死到臨頭的組織知道要怕怕了？

「世界衛生組織（WHO）駐中國代表蓋立（Gauden Galea）最近說，中國多次拒絕世衛參與調查病毒源頭的要求，並質疑武漢初期的官方數據。」https://t.co/6bbajIVgD9",1
"#人造武汉冠状病毒生化武器 【請牆國公务员与时俱进！】以安倍为首的日本自民党国会议员，决定一律从3月份工资中扣除5000元日币，支援中国疫情。

——請牆國公务员从3月份工资中每人扣除500元，支持中國人民被隔离的群众的生活。 https://t.co/4FBEcNsJG1",1
"林書豪仲點算係人呀？流台灣人既血，䑛中共腳趾！
不滿病毒被叫「中國冠狀肺炎」　林書豪：種族歧視 https://t.co/vDknSyOFsN",0
"呢間相信大家都唔陌生😚
有一晚九點先食都要排一陣
鹽酥雞肉燥飯都唔錯
隔離配菜嘅麵筋同花生我幾中意
芝士肉鬆蛋餅好高分
個餅皮夠薄夠軟糯🥰🥰

佢地呢排仲出左鳳梨酥🤤
識我嘅人都知我最愛鳳梨酥
(冇人識你呀.....
岩岩訂左好期待🤤💛

#美食推 #病假子食良店 https://t.co/Guqy19l9IT",0
英國官方宣布，因新冠肺炎疫情影響，在英國的中國人簽證在2月14-3月30日到期的自動延長到3月31日。 https://t.co/8R8rKxzO2R,0
"川普總統在沃爾特·里德醫院（Walter Reed Hospital）拍攝的視頻中說：“我想我會很快回來的”

 https://t.co/xN5lMGe16x",0
世界衛生組織(WHO)秘書長 譚德塞，指控台灣對他進行人身攻擊，聲稱外交部知道且放任。對此，中華民國(台灣)外交部今天(9日)上午回應，表示台灣長期受到世衛組織的歧視，譚德塞是「莫須有的指控」，外交部要求譚德塞立即澄清、向台灣道歉。 https://t.co/Fg2E0L1z0i,0
今天中國國防部發布了一個假消息，稱軍方成功研製疫苗。所謂中國軍方疫苗還沒開始臨床試驗，按疫苗研製週期來看，一半的進程都沒到。疫苗研製大部分時間都用在臨床試驗。所以，中共軍方已研製出疫苗是徹頭徹尾假新聞。,1
假如中國確實是疫情原發國，那麼這個比喻就不成立。,0
恐怖分子都會負責，中國的醫院比恐怖分子還恐怖！鮮活的生命因為錢而白白的死去，這樣的政黨為何還存在？ https://t.co/QSfBdCeveI,1
中國人到美國仍然習慣下跪。近日洛杉磯機場中國南航登機口前，來自武漢的一家三口因「健康碼」不合要求被拒絕登機。這一家人因疫情被困美國幾個月，好不容易買票回國，又沒弄清中國需要健康碼才能登機。中國官方規定健康碼不合要求機票自動作廢，不退票。如果不知道中國官方要求，應該延期機票或退票。 https://t.co/LGdWOUNWij,0
"中國外交部戰狼發言人趙立堅碰瓷美國，指稱美軍有可能將病毒傳到武漢，美國就此傳召中國駐美大使崔天凱，指出中共在進行公然的，全球性的誤導宣傳。

https://t.co/fkohVjCKVy",0
習之所以將解决武漢肺炎的領導權交給李克强，是中共高層鬥爭、習被高層和元老們逼迫交出權力之結果。習上台以來，面對中國經濟下滑、中美貿易戰、猪瘟疫情和此次武漢肺炎疫情等屢屢判斷失誤，造成中共巨大損失，已失去威信。此次抗疫中共面臨存亡之戰，高層和元老們不得不爲黨集體請習靠邊而讓李上位。,1
一觸即發，在白宮斷絕WHO銀根之後，川普總統步步緊逼，直指武漢P4實驗室是中共生物始俑出處。中共馬上還以顏色，不顧1997年簽署的停止任何核試爆國際公約，悍然在大陸羅布泊進行低當量核武試爆。日前國務院及美駐中國大使館已就此事向中方提出質疑，中方不做任何回應。習敗家已將中國推向世界大戰邊緣,1
中國自己都有頂級疫苗，洗鬼靠外國，何況咁多中國人有抗體，洗乜驚！西方妄想圍堵中國，小心被中國病毒反圍堵！#武漢肺炎 https://t.co/YHhIFaf0z1,1
"財新做的封面報導《新冠病毒何以至此》真好看

總結起來就一句話：政府的每一步都是錯的，或者説，這個病毒就算不是中國政府製造的，也是在中國政府的努力下爆發到無法收拾的



https://t.co/WTYokMkG0Q",1
【不要隱瞞！ #全國超20人故意隱瞞致人感染被立案】據公安部，近日，全國各地陸續出現新型冠狀病毒感染的肺炎患者故意隱瞞病例情況，目前已有超20名患者因故意隱瞞病例，致多名人員感染和隔離。各地公安機關以涉嫌危險方法危害公共安全罪對這20餘名患者分別立案偵查。為自己也為公共安全，請不要隱瞞！ https://t.co/vgn7HHn90s,0
"媽吖，我好亂呀...



美國藥廠輝瑞澄清：絕不會向中國及香港供應疫苗！



但林鄭月娥11號記者會指政府採購的是輝瑞與復星合作研發的疫苗，到了夜晚才澄清疫苗與輝瑞無關。 https://t.co/Xem3YP3oUQ",1
"【五星旗畫成「病毒旗」 丹麥總理竟死撐：這是自由】



丹麥主流報章近日就中國武漢肺炎疫情在網站上發布了一張諷刺漫畫，竟然將中國五星紅旗上的五星改為病毒圖樣。對此，中國駐丹麥使館痛批「嚴重傷害中國人民感情」，要求報社和投稿者公開道歉。



不過，丹麥總理梅特卻回應稱：丹麥有言論自由 https://t.co/ML71h9pTjk",0
"優先取得中國疫苗、優先提供給貧民施打…另類貧民滅卻計畫？



不指望歐美？杜特蒂：菲律賓將優先取得中國疫苗



https://t.co/B7CINFUoUy",0
"毛的轉世之迷 

毛岸青性無能 為讓毛澤東後繼有人 中共決定讓邵華人工受孕（當時無試管技術）在301醫院嚴格保密下兩次手術人工授精 邵華生下毛新宇 此事是當時高層特大喜訊 據說毛新宇是人工授精消息走漏後 毛家十分氣憤 追查洩密者 但似乎又無可奈何 最後此事了猶未了便不了了之 
（與靳羽西訪邵華） https://t.co/PMlNXCxXZp",1
中國電信發財無底線，我進醫院時剛充了200元，當我流量用盡時，應該及時停機，為什麼非得到罰522.31元時，才給我停機？,1
"為什麼英雄科學家說要解決病毒必須滅共

美國即使研製出針對中共病毒的疫苗

中共隨時在實驗室裡可以做出讓疫苗失效的突變型病毒

然後說成是自然突變

更何況中共病毒武器庫裡還有那麼多種其他的病毒武器

再加上持續投毒

只要美國復工 疫情馬上回到高峰

中共不滅  美國根本不可能解決病毒的問題",1
"一個中國人故意帶著豬瘟病毒闖關要罰20萬



請問一個中國人故意帶著武漢肺炎病毒闖關應該？",0
"下班走去參加會議的路上被騎腳踏車的中東人用中文喊

”中國病毒你好～“

把人從腳踏車上踹下來給輕軌撞可不可以除罪化！
有必要那麼認真還用中文喊嗎！！！！！
卵巢都著火啦咁咁咁咁咁咁咁咁咁！！！！！！",0
【#中國疾控中心開始研發新型冠狀病毒疫苗#】中國疾控中心病毒所所長許文波26日表示，目前該中心開始啟動新型冠狀病毒的疫苗研發，目前已經成功分離病毒，正在篩選種子毒株。另外，中國疾控中心正在進行新型冠狀病毒肺炎的藥物篩選。 https://t.co/RvwLSGcTCq,0
"坐巴士隔離條友中眼訓中落自己膊頭真係十級尷尬.....
攰喇 咁多年大家都攰喇",0
中國的病毒都是政治病毒。今天北京當局封鎖了中共國防大學的二號院，因為一個在二號院的買豬肉的人被確診新冠肺炎，而且北京當局「精準」偵破上游傳染源是新發地賣豬肉的。北京當局第一時間公布「進口三文魚案板」帶毒，卻不會公布「豬肉案板」有沒有帶毒。,1
中國疫苗台灣人優先施打？　劉樂妍「感謝祖國媽媽」 - 鏡週刊 https://t.co/dv4pL5bFoo,0
"#nnevvy 大戰，很多台灣人都說等疫情結束後想去泰國旅遊，我再說個好消息，數以百萬計的崩潰中國人在微博上發起活動：



「全民抵制泰國旅遊」

「此生再也不去泰國！」



既可以去泰國品嚐正統酸辣湯，又沒有中國蝗蟲觀光客，這麼優美乾淨的旅遊環境，疫情結束後不去個二十次都對不起自己?",0
只要湖北、武漢當局從現在開始說實話，之前的瞞報社會會原諒的；但是，如果湖北、武漢當局為了繼續掩蓋之前的瞞報，甚至任由之前「表外」感染者「表外」死亡，那就是嚴重犯罪！近日BBC一個報導：一家武漢醫院一天接診80多例，只能收治十幾例重症，其他的不用「測試盒」，不確診，讓他們回家自己隔離。,1
"繼 世衛 喺大陸籌款7出國際之後 ???



支持愛國 香港藍絲全數 ＄10,000 大元捐黨賑災???



沉默的500萬人 ?竟然要全數捐獻?



大家可以買定花生?睇下有幾多幾愛國?幾咁有高尚情操???



網上截圖 https://t.co/z70L8uLh5X",1
"今天 #CBC
加拿大總理賈斯丁.特魯多談自己會公開注射疫苗：「等輪到我了，輪到健康的四十歲的年齡段可以打疫苗了，我非常渴望公開注射疫苗...」「我們相信科學家、醫學專家」

年初，他太太感染新冠，因為當時測試有限，他遵醫囑，隔離14天，自我觀察，沒有出現症狀就沒有測試。

#decency https://t.co/8RIBGGorRx",0
如果病毒真的是美國投的，那麼李文亮醫生就是民族英雄，而不是造謠者了。請問中共怎麼解釋？,1
